gene	Sham_C.Sham_WNV	Sham_C.Sham_JEV	Sham_C.WNVp_JEV	Name	description	attributes
CPIJ001930	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W4S3]	ID=gene:CPIJ001930;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W4S3];gene_id=CPIJ001930;logic_name=vectorbase_culex
CPIJ001934	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W4S7]	ID=gene:CPIJ001934;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W4S7];gene_id=CPIJ001934;logic_name=vectorbase_culex
CPIJ001943	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W4T6]	ID=gene:CPIJ001943;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W4T6];gene_id=CPIJ001943;logic_name=vectorbase_culex
CPIJ001955	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W4U8]	ID=gene:CPIJ001955;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W4U8];gene_id=CPIJ001955;logic_name=vectorbase_culex
CPIJ001974	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W4W7]	ID=gene:CPIJ001974;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W4W7];gene_id=CPIJ001974;logic_name=vectorbase_culex
CPIJ001987	1	0	0		protein phosphatase-1 [Source:VB Community Annotation]	ID=gene:CPIJ001987;biotype=protein_coding;description=protein phosphatase-1 [Source:VB Community Annotation];gene_id=CPIJ001987;logic_name=vectorbase_culex
CPIJ002012	0	0	1		Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W4A9]	ID=gene:CPIJ002012;biotype=protein_coding;description=Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W4A9];gene_id=CPIJ002012;logic_name=vectorbase_culex
CPIJ002027	1	0	0		Gc-rich sequence DNA-binding factor [Source:UniProtKB/TrEMBL%3BAcc:B0W4C4]	ID=gene:CPIJ002027;biotype=protein_coding;description=Gc-rich sequence DNA-binding factor [Source:UniProtKB/TrEMBL%3BAcc:B0W4C4];gene_id=CPIJ002027;logic_name=vectorbase_culex
CPIJ002048	0	0	1		dynein light chain%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ002048;biotype=protein_coding;description=dynein light chain%2C putative [Source:VB Community Annotation];gene_id=CPIJ002048;logic_name=vectorbase_culex
CPIJ002063	0	0	1		Mitochondrial ribosomal protein L42 [Source:UniProtKB/TrEMBL%3BAcc:B0W3P7]	ID=gene:CPIJ002063;biotype=protein_coding;description=Mitochondrial ribosomal protein L42 [Source:UniProtKB/TrEMBL%3BAcc:B0W3P7];gene_id=CPIJ002063;logic_name=vectorbase_culex
CPIJ002078	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W3R2]	ID=gene:CPIJ002078;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W3R2];gene_id=CPIJ002078;logic_name=vectorbase_culex
CPIJ002096	1	0	0		Importin-7 [Source:UniProtKB/TrEMBL%3BAcc:B0W3T0]	ID=gene:CPIJ002096;biotype=protein_coding;description=Importin-7 [Source:UniProtKB/TrEMBL%3BAcc:B0W3T0];gene_id=CPIJ002096;logic_name=vectorbase_culex
CPIJ002119	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W3V3]	ID=gene:CPIJ002119;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W3V3];gene_id=CPIJ002119;logic_name=vectorbase_culex
CPIJ002154	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W3Y8]	ID=gene:CPIJ002154;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W3Y8];gene_id=CPIJ002154;logic_name=vectorbase_culex
CPIJ002163	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W3Z7]	ID=gene:CPIJ002163;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W3Z7];gene_id=CPIJ002163;logic_name=vectorbase_culex
CPIJ002182	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W567]	ID=gene:CPIJ002182;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W567];gene_id=CPIJ002182;logic_name=vectorbase_culex
CPIJ002183	0	0	1		60S ribosomal protein L21 [Source:UniProtKB/TrEMBL%3BAcc:B0W568]	ID=gene:CPIJ002183;biotype=protein_coding;description=60S ribosomal protein L21 [Source:UniProtKB/TrEMBL%3BAcc:B0W568];gene_id=CPIJ002183;logic_name=vectorbase_culex
CPIJ002238	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W5B9]	ID=gene:CPIJ002238;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W5B9];gene_id=CPIJ002238;logic_name=vectorbase_culex
CPIJ002251	0	0	1		Guanine-nucleotide-exchange-factor [Source:UniProtKB/TrEMBL%3BAcc:B0W5D2]	ID=gene:CPIJ002251;biotype=protein_coding;description=Guanine-nucleotide-exchange-factor [Source:UniProtKB/TrEMBL%3BAcc:B0W5D2];gene_id=CPIJ002251;logic_name=vectorbase_culex
CPIJ002330	0	0	1		Prefoldin subunit 4 [Source:UniProtKB/TrEMBL%3BAcc:B0W5L5]	ID=gene:CPIJ002330;biotype=protein_coding;description=Prefoldin subunit 4 [Source:UniProtKB/TrEMBL%3BAcc:B0W5L5];gene_id=CPIJ002330;logic_name=vectorbase_culex
CPIJ002332	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W5L7]	ID=gene:CPIJ002332;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W5L7];gene_id=CPIJ002332;logic_name=vectorbase_culex
CPIJ002334	1	0	0		Importin-4 [Source:UniProtKB/TrEMBL%3BAcc:B0W5L9]	ID=gene:CPIJ002334;biotype=protein_coding;description=Importin-4 [Source:UniProtKB/TrEMBL%3BAcc:B0W5L9];gene_id=CPIJ002334;logic_name=vectorbase_culex
CPIJ002335	1	0	0		ATP-dependent RNA helicase DDX51 [Source:UniProtKB/TrEMBL%3BAcc:B0W5M0]	ID=gene:CPIJ002335;biotype=protein_coding;description=ATP-dependent RNA helicase DDX51 [Source:UniProtKB/TrEMBL%3BAcc:B0W5M0];gene_id=CPIJ002335;logic_name=vectorbase_culex
CPIJ002338	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W5M3]	ID=gene:CPIJ002338;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W5M3];gene_id=CPIJ002338;logic_name=vectorbase_culex
CPIJ002357	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W5W7]	ID=gene:CPIJ002357;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W5W7];gene_id=CPIJ002357;logic_name=vectorbase_culex
CPIJ002370	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W5Y0]	ID=gene:CPIJ002370;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W5Y0];gene_id=CPIJ002370;logic_name=vectorbase_culex
CPIJ002376	1	0	0		Elongation factor 1-alpha [Source:UniProtKB/TrEMBL%3BAcc:B0W5Y6]	ID=gene:CPIJ002376;biotype=protein_coding;description=Elongation factor 1-alpha [Source:UniProtKB/TrEMBL%3BAcc:B0W5Y6];gene_id=CPIJ002376;logic_name=vectorbase_culex
CPIJ002413	0	0	1		Anopheles stephensi ubiquitin [Source:UniProtKB/TrEMBL%3BAcc:B0W5N8]	ID=gene:CPIJ002413;biotype=protein_coding;description=Anopheles stephensi ubiquitin [Source:UniProtKB/TrEMBL%3BAcc:B0W5N8];gene_id=CPIJ002413;logic_name=vectorbase_culex
CPIJ002418	0	0	1		COX assembly mitochondrial protein [Source:UniProtKB/TrEMBL%3BAcc:B0W5P3]	ID=gene:CPIJ002418;biotype=protein_coding;description=COX assembly mitochondrial protein [Source:UniProtKB/TrEMBL%3BAcc:B0W5P3];gene_id=CPIJ002418;logic_name=vectorbase_culex
CPIJ002431	0	0	1		hydrogen-transporting ATP synthase%2C G-subunit%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ002431;biotype=protein_coding;description=hydrogen-transporting ATP synthase%2C G-subunit%2C putative [Source:VB Community Annotation];gene_id=CPIJ002431;logic_name=vectorbase_culex
CPIJ002449	0	0	1		rRNA-processing protein FCF1 [Source:UniProtKB/TrEMBL%3BAcc:B0W5S4]	ID=gene:CPIJ002449;biotype=protein_coding;description=rRNA-processing protein FCF1 [Source:UniProtKB/TrEMBL%3BAcc:B0W5S4];gene_id=CPIJ002449;logic_name=vectorbase_culex
CPIJ002450	1	0	0		chaperonin [Source:VB Community Annotation]	ID=gene:CPIJ002450;biotype=protein_coding;description=chaperonin [Source:VB Community Annotation];gene_id=CPIJ002450;logic_name=vectorbase_culex
CPIJ002453	0	0	1		60S ribosomal protein L9 [Source:UniProtKB/TrEMBL%3BAcc:B0W5S8]	ID=gene:CPIJ002453;biotype=protein_coding;description=60S ribosomal protein L9 [Source:UniProtKB/TrEMBL%3BAcc:B0W5S8];gene_id=CPIJ002453;logic_name=vectorbase_culex
CPIJ002461	0	0	1		Hect E3 ubiquitin ligase [Source:UniProtKB/TrEMBL%3BAcc:B0W5T6]	ID=gene:CPIJ002461;biotype=protein_coding;description=Hect E3 ubiquitin ligase [Source:UniProtKB/TrEMBL%3BAcc:B0W5T6];gene_id=CPIJ002461;logic_name=vectorbase_culex
CPIJ002554	1	0	0		TFIIA [Source:UniProtKB/TrEMBL%3BAcc:B0W689]	ID=gene:CPIJ002554;biotype=protein_coding;description=TFIIA [Source:UniProtKB/TrEMBL%3BAcc:B0W689];gene_id=CPIJ002554;logic_name=vectorbase_culex
CPIJ002566	0	0	1		Mitochondrial import inner membrane translocase subunit TIM16 [Source:UniProtKB/TrEMBL%3BAcc:B0W6A1]	ID=gene:CPIJ002566;biotype=protein_coding;description=Mitochondrial import inner membrane translocase subunit TIM16 [Source:UniProtKB/TrEMBL%3BAcc:B0W6A1];gene_id=CPIJ002566;logic_name=vectorbase_culex
CPIJ002567	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6A2]	ID=gene:CPIJ002567;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6A2];gene_id=CPIJ002567;logic_name=vectorbase_culex
CPIJ002594	0	0	1		Nadph oxidase [Source:UniProtKB/TrEMBL%3BAcc:B0W7H9]	ID=gene:CPIJ002594;biotype=protein_coding;description=Nadph oxidase [Source:UniProtKB/TrEMBL%3BAcc:B0W7H9];gene_id=CPIJ002594;logic_name=vectorbase_culex
CPIJ002634	1	0	0		membrane traffic protein [Source:VB Community Annotation]	ID=gene:CPIJ002634;biotype=protein_coding;description=membrane traffic protein [Source:VB Community Annotation];gene_id=CPIJ002634;logic_name=vectorbase_culex
CPIJ002639	0	0	1		Transcription initiation factor TFIID subunit 13 [Source:UniProtKB/TrEMBL%3BAcc:B0W7M4]	ID=gene:CPIJ002639;biotype=protein_coding;description=Transcription initiation factor TFIID subunit 13 [Source:UniProtKB/TrEMBL%3BAcc:B0W7M4];gene_id=CPIJ002639;logic_name=vectorbase_culex
CPIJ002649	0	0	1		NADH:ubiquinone dehydrogenase%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ002649;biotype=protein_coding;description=NADH:ubiquinone dehydrogenase%2C putative [Source:VB Community Annotation];gene_id=CPIJ002649;logic_name=vectorbase_culex
CPIJ002669	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6B8]	ID=gene:CPIJ002669;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6B8];gene_id=CPIJ002669;logic_name=vectorbase_culex
CPIJ002691	0	0	1		Small nuclear ribonucleoprotein F [Source:UniProtKB/TrEMBL%3BAcc:B0W6E0]	ID=gene:CPIJ002691;biotype=protein_coding;description=Small nuclear ribonucleoprotein F [Source:UniProtKB/TrEMBL%3BAcc:B0W6E0];gene_id=CPIJ002691;logic_name=vectorbase_culex
CPIJ002733	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6I2]	ID=gene:CPIJ002733;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6I2];gene_id=CPIJ002733;logic_name=vectorbase_culex
CPIJ002735	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6I4]	ID=gene:CPIJ002735;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6I4];gene_id=CPIJ002735;logic_name=vectorbase_culex
CPIJ002737	0	0	1		MPA2 allergen [Source:UniProtKB/TrEMBL%3BAcc:B0W6I6]	ID=gene:CPIJ002737;biotype=protein_coding;description=MPA2 allergen [Source:UniProtKB/TrEMBL%3BAcc:B0W6I6];gene_id=CPIJ002737;logic_name=vectorbase_culex
CPIJ002738	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6I7]	ID=gene:CPIJ002738;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6I7];gene_id=CPIJ002738;logic_name=vectorbase_culex
CPIJ002750	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6J9]	ID=gene:CPIJ002750;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6J9];gene_id=CPIJ002750;logic_name=vectorbase_culex
CPIJ002763	0	0	1		mediator complex%2C subunit%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ002763;biotype=protein_coding;description=mediator complex%2C subunit%2C putative [Source:VB Community Annotation];gene_id=CPIJ002763;logic_name=vectorbase_culex
CPIJ002771	0	0	1		Cystatin-like protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6M0]	ID=gene:CPIJ002771;biotype=protein_coding;description=Cystatin-like protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6M0];gene_id=CPIJ002771;logic_name=vectorbase_culex
CPIJ002773	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6M2]	ID=gene:CPIJ002773;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6M2];gene_id=CPIJ002773;logic_name=vectorbase_culex
CPIJ002775	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6M4]	ID=gene:CPIJ002775;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6M4];gene_id=CPIJ002775;logic_name=vectorbase_culex
CPIJ002780	1	0	0	Sur-8	leucine-rich repeat protein SHOC-2 [Source:VB Community Annotation]	ID=gene:CPIJ002780;Name=Sur-8;biotype=protein_coding;description=leucine-rich repeat protein SHOC-2 [Source:VB Community Annotation];gene_id=CPIJ002780;logic_name=vectorbase_culex
CPIJ002843	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6P0]	ID=gene:CPIJ002843;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6P0];gene_id=CPIJ002843;logic_name=vectorbase_culex
CPIJ002844	0	0	1		Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6P1]	ID=gene:CPIJ002844;biotype=protein_coding;description=Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6P1];gene_id=CPIJ002844;logic_name=vectorbase_culex
CPIJ002851	0	0	1		BEL12_AG transposon polyprotein%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ002851;biotype=protein_coding;description=BEL12_AG transposon polyprotein%2C putative [Source:VB Community Annotation];gene_id=CPIJ002851;logic_name=vectorbase_culex
CPIJ002852	1	0	0		OTU domain-containing protein 5-A [Source:UniProtKB/TrEMBL%3BAcc:B0W6P9]	ID=gene:CPIJ002852;biotype=protein_coding;description=OTU domain-containing protein 5-A [Source:UniProtKB/TrEMBL%3BAcc:B0W6P9];gene_id=CPIJ002852;logic_name=vectorbase_culex
CPIJ002853	0	0	1		transmembrane protein 167 precursor [Source:VB Community Annotation]	ID=gene:CPIJ002853;biotype=protein_coding;description=transmembrane protein 167 precursor [Source:VB Community Annotation];gene_id=CPIJ002853;logic_name=vectorbase_culex
CPIJ002855	1	0	0		Ras GTPase-activating protein 1 [Source:UniProtKB/TrEMBL%3BAcc:B0W6Q2]	ID=gene:CPIJ002855;biotype=protein_coding;description=Ras GTPase-activating protein 1 [Source:UniProtKB/TrEMBL%3BAcc:B0W6Q2];gene_id=CPIJ002855;logic_name=vectorbase_culex
CPIJ002872	0	0	1		Mitochondrial 39S ribosomal protein L49 [Source:UniProtKB/TrEMBL%3BAcc:B0W6R9]	ID=gene:CPIJ002872;biotype=protein_coding;description=Mitochondrial 39S ribosomal protein L49 [Source:UniProtKB/TrEMBL%3BAcc:B0W6R9];gene_id=CPIJ002872;logic_name=vectorbase_culex
CPIJ002877	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6S4]	ID=gene:CPIJ002877;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6S4];gene_id=CPIJ002877;logic_name=vectorbase_culex
CPIJ002881	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6S8]	ID=gene:CPIJ002881;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6S8];gene_id=CPIJ002881;logic_name=vectorbase_culex
CPIJ002885	0	0	1		Small nuclear ribonucleoprotein G [Source:UniProtKB/TrEMBL%3BAcc:B0W6T2]	ID=gene:CPIJ002885;biotype=protein_coding;description=Small nuclear ribonucleoprotein G [Source:UniProtKB/TrEMBL%3BAcc:B0W6T2];gene_id=CPIJ002885;logic_name=vectorbase_culex
CPIJ002908	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W742]	ID=gene:CPIJ002908;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W742];gene_id=CPIJ002908;logic_name=vectorbase_culex
CPIJ002917	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W751]	ID=gene:CPIJ002917;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W751];gene_id=CPIJ002917;logic_name=vectorbase_culex
CPIJ002918	0	0	1		Eukaryotic translation initiation factor 4 gamma [Source:UniProtKB/TrEMBL%3BAcc:B0W752]	ID=gene:CPIJ002918;biotype=protein_coding;description=Eukaryotic translation initiation factor 4 gamma [Source:UniProtKB/TrEMBL%3BAcc:B0W752];gene_id=CPIJ002918;logic_name=vectorbase_culex
CPIJ002930	0	0	1		RNA polymerase small Zn-binding subunit%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ002930;biotype=protein_coding;description=RNA polymerase small Zn-binding subunit%2C putative [Source:VB Community Annotation];gene_id=CPIJ002930;logic_name=vectorbase_culex
CPIJ002994	0	0	1		HSPC176 [Source:UniProtKB/TrEMBL%3BAcc:B0W852]	ID=gene:CPIJ002994;biotype=protein_coding;description=HSPC176 [Source:UniProtKB/TrEMBL%3BAcc:B0W852];gene_id=CPIJ002994;logic_name=vectorbase_culex
CPIJ002999	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W857]	ID=gene:CPIJ002999;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W857];gene_id=CPIJ002999;logic_name=vectorbase_culex
CPIJ003013	0	0	1	RpS4	40S ribosomal protein S4 [Source:UniProtKB/TrEMBL%3BAcc:B0W871]	ID=gene:CPIJ003013;Name=RpS4;biotype=protein_coding;description=40S ribosomal protein S4 [Source:UniProtKB/TrEMBL%3BAcc:B0W871];gene_id=CPIJ003013;logic_name=vectorbase_culex
CPIJ003018	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W876]	ID=gene:CPIJ003018;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W876];gene_id=CPIJ003018;logic_name=vectorbase_culex
CPIJ003065	0	0	1		Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6W7]	ID=gene:CPIJ003065;biotype=protein_coding;description=Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6W7];gene_id=CPIJ003065;logic_name=vectorbase_culex
CPIJ003073	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6X5]	ID=gene:CPIJ003073;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6X5];gene_id=CPIJ003073;logic_name=vectorbase_culex
CPIJ003074	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6X6]	ID=gene:CPIJ003074;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6X6];gene_id=CPIJ003074;logic_name=vectorbase_culex
CPIJ003079	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6Y1]	ID=gene:CPIJ003079;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W6Y1];gene_id=CPIJ003079;logic_name=vectorbase_culex
CPIJ003085	0	0	1		Barrier-to-autointegration factor B [Source:UniProtKB/TrEMBL%3BAcc:B0W6Y7]	ID=gene:CPIJ003085;biotype=protein_coding;description=Barrier-to-autointegration factor B [Source:UniProtKB/TrEMBL%3BAcc:B0W6Y7];gene_id=CPIJ003085;logic_name=vectorbase_culex
CPIJ003087	1	0	0		Striatin [Source:UniProtKB/TrEMBL%3BAcc:B0W6Y9]	ID=gene:CPIJ003087;biotype=protein_coding;description=Striatin [Source:UniProtKB/TrEMBL%3BAcc:B0W6Y9];gene_id=CPIJ003087;logic_name=vectorbase_culex
CPIJ003090	1	0	0		Cullin [Source:UniProtKB/TrEMBL%3BAcc:B0W6Z2]	ID=gene:CPIJ003090;biotype=protein_coding;description=Cullin [Source:UniProtKB/TrEMBL%3BAcc:B0W6Z2];gene_id=CPIJ003090;logic_name=vectorbase_culex
CPIJ003099	0	0	1		Ribosomal protein S27a [Source:UniProtKB/TrEMBL%3BAcc:B0W701]	ID=gene:CPIJ003099;biotype=protein_coding;description=Ribosomal protein S27a [Source:UniProtKB/TrEMBL%3BAcc:B0W701];gene_id=CPIJ003099;logic_name=vectorbase_culex
CPIJ003120	0	0	1		Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W722]	ID=gene:CPIJ003120;biotype=protein_coding;description=Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W722];gene_id=CPIJ003120;logic_name=vectorbase_culex
CPIJ003130	0	0	1		replication factor A%2C 14kD-subunit%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ003130;biotype=protein_coding;description=replication factor A%2C 14kD-subunit%2C putative [Source:VB Community Annotation];gene_id=CPIJ003130;logic_name=vectorbase_culex
CPIJ003139	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W7P3]	ID=gene:CPIJ003139;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W7P3];gene_id=CPIJ003139;logic_name=vectorbase_culex
CPIJ003144	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W7P8]	ID=gene:CPIJ003144;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W7P8];gene_id=CPIJ003144;logic_name=vectorbase_culex
