gene	WNVp_C.WNVp_WNV	Sham_WNV.WNVp_WNV	WNVp_WNV.WNVp_JEV	Sham_JEV.WNVp_JEV	Sham_C.Sham_WNV	Sham_C.Sham_JEV	Sham_C.WNVp_JEV	Name	description	attributes
CPIJ000728	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W0Q9]	ID=gene:CPIJ000728;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W0Q9];gene_id=CPIJ000728;logic_name=vectorbase_culex
CPIJ000729	0	0	1	1	0	0	1	mRpL18	39S ribosomal protein L18%2C mitochondrial [Source:VB Community Annotation]	ID=gene:CPIJ000729;Name=mRpL18;biotype=protein_coding;description=39S ribosomal protein L18%2C mitochondrial [Source:VB Community Annotation];gene_id=CPIJ000729;logic_name=vectorbase_culex
CPIJ000731	0	0	0	1	0	0	0		suppressor/enhancer of lin-12 protein 9 precursor [Source:VB Community Annotation]	ID=gene:CPIJ000731;biotype=protein_coding;description=suppressor/enhancer of lin-12 protein 9 precursor [Source:VB Community Annotation];gene_id=CPIJ000731;logic_name=vectorbase_culex
CPIJ000733	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W0R4]	ID=gene:CPIJ000733;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W0R4];gene_id=CPIJ000733;logic_name=vectorbase_culex
CPIJ000734	0	0	0	0	1	0	0		Glutaminyl-tRNA synthetase [Source:UniProtKB/TrEMBL%3BAcc:B0W0R5]	ID=gene:CPIJ000734;biotype=protein_coding;description=Glutaminyl-tRNA synthetase [Source:UniProtKB/TrEMBL%3BAcc:B0W0R5];gene_id=CPIJ000734;logic_name=vectorbase_culex
CPIJ000735	0	0	0	1	0	0	0		Ubiquitin-conjugating enzyme E2 l [Source:UniProtKB/TrEMBL%3BAcc:B0W0R6]	ID=gene:CPIJ000735;biotype=protein_coding;description=Ubiquitin-conjugating enzyme E2 l [Source:UniProtKB/TrEMBL%3BAcc:B0W0R6];gene_id=CPIJ000735;logic_name=vectorbase_culex
CPIJ000736	0	0	1	1	0	0	1		chromatin assembly factor-I p150 subunit%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ000736;biotype=protein_coding;description=chromatin assembly factor-I p150 subunit%2C putative [Source:VB Community Annotation];gene_id=CPIJ000736;logic_name=vectorbase_culex
CPIJ000746	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W0S7]	ID=gene:CPIJ000746;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W0S7];gene_id=CPIJ000746;logic_name=vectorbase_culex
CPIJ000751	0	0	1	1	0	0	1		transmembrane domain-containing conserved protein [Source:VB Community Annotation]	ID=gene:CPIJ000751;biotype=protein_coding;description=transmembrane domain-containing conserved protein [Source:VB Community Annotation];gene_id=CPIJ000751;logic_name=vectorbase_culex
CPIJ000752	0	1	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W1H4]	ID=gene:CPIJ000752;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W1H4];gene_id=CPIJ000752;logic_name=vectorbase_culex
CPIJ000766	0	0	1	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W1I8]	ID=gene:CPIJ000766;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W1I8];gene_id=CPIJ000766;logic_name=vectorbase_culex
CPIJ000778	0	0	0	1	0	0	0		phospholipase c [Source:VB Community Annotation]	ID=gene:CPIJ000778;biotype=protein_coding;description=phospholipase c [Source:VB Community Annotation];gene_id=CPIJ000778;logic_name=vectorbase_culex
CPIJ000782	0	0	1	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W1K4]	ID=gene:CPIJ000782;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W1K4];gene_id=CPIJ000782;logic_name=vectorbase_culex
CPIJ000784	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W1K6]	ID=gene:CPIJ000784;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W1K6];gene_id=CPIJ000784;logic_name=vectorbase_culex
CPIJ000796	0	0	0	1	0	0	0		Bicoid-interacting protein 3 [Source:UniProtKB/TrEMBL%3BAcc:B0W1L8]	ID=gene:CPIJ000796;biotype=protein_coding;description=Bicoid-interacting protein 3 [Source:UniProtKB/TrEMBL%3BAcc:B0W1L8];gene_id=CPIJ000796;logic_name=vectorbase_culex
CPIJ000829	0	0	1	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W168]	ID=gene:CPIJ000829;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W168];gene_id=CPIJ000829;logic_name=vectorbase_culex
CPIJ000835	0	0	1	0	0	0	0		Chymotrypsin-2 [Source:UniProtKB/TrEMBL%3BAcc:B0W174]	ID=gene:CPIJ000835;biotype=protein_coding;description=Chymotrypsin-2 [Source:UniProtKB/TrEMBL%3BAcc:B0W174];gene_id=CPIJ000835;logic_name=vectorbase_culex
CPIJ000845	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W184]	ID=gene:CPIJ000845;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W184];gene_id=CPIJ000845;logic_name=vectorbase_culex
CPIJ000846	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W185]	ID=gene:CPIJ000846;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W185];gene_id=CPIJ000846;logic_name=vectorbase_culex
CPIJ000857	0	0	0	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W196]	ID=gene:CPIJ000857;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W196];gene_id=CPIJ000857;logic_name=vectorbase_culex
CPIJ000861	1	0	0	0	0	0	0		protein shuttle craft [Source:VB Community Annotation]	ID=gene:CPIJ000861;biotype=protein_coding;description=protein shuttle craft [Source:VB Community Annotation];gene_id=CPIJ000861;logic_name=vectorbase_culex
CPIJ000866	0	0	1	1	0	0	0		multicopper oxidase%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ000866;biotype=protein_coding;description=multicopper oxidase%2C putative [Source:VB Community Annotation];gene_id=CPIJ000866;logic_name=vectorbase_culex
CPIJ000869	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W1A8]	ID=gene:CPIJ000869;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W1A8];gene_id=CPIJ000869;logic_name=vectorbase_culex
CPIJ000871	0	0	0	1	0	0	0		Crossover junction endonuclease MUS81 [Source:UniProtKB/TrEMBL%3BAcc:B0W1B0]	ID=gene:CPIJ000871;biotype=protein_coding;description=Crossover junction endonuclease MUS81 [Source:UniProtKB/TrEMBL%3BAcc:B0W1B0];gene_id=CPIJ000871;logic_name=vectorbase_culex
CPIJ000879	0	0	1	1	0	0	1		Mitochondrial NADH dehydrogenase Fe-S protein [Source:UniProtKB/TrEMBL%3BAcc:B0W1B8]	ID=gene:CPIJ000879;biotype=protein_coding;description=Mitochondrial NADH dehydrogenase Fe-S protein [Source:UniProtKB/TrEMBL%3BAcc:B0W1B8];gene_id=CPIJ000879;logic_name=vectorbase_culex
CPIJ000894	0	0	0	1	0	0	0		proteasome subunit beta type 2 [Source:VB Community Annotation]	ID=gene:CPIJ000894;biotype=protein_coding;description=proteasome subunit beta type 2 [Source:VB Community Annotation];gene_id=CPIJ000894;logic_name=vectorbase_culex
CPIJ000908	0	0	1	1	0	0	1		Cell death-regulatory protein GRIM19 [Source:UniProtKB/TrEMBL%3BAcc:B0W1E7]	ID=gene:CPIJ000908;biotype=protein_coding;description=Cell death-regulatory protein GRIM19 [Source:UniProtKB/TrEMBL%3BAcc:B0W1E7];gene_id=CPIJ000908;logic_name=vectorbase_culex
CPIJ000949	0	0	0	1	0	0	0		structural maintenance of chromosomes smc4 [Source:VB Community Annotation]	ID=gene:CPIJ000949;biotype=protein_coding;description=structural maintenance of chromosomes smc4 [Source:VB Community Annotation];gene_id=CPIJ000949;logic_name=vectorbase_culex
CPIJ000950	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W1N6]	ID=gene:CPIJ000950;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W1N6];gene_id=CPIJ000950;logic_name=vectorbase_culex
CPIJ000954	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W1P0]	ID=gene:CPIJ000954;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W1P0];gene_id=CPIJ000954;logic_name=vectorbase_culex
CPIJ000959	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W1P5]	ID=gene:CPIJ000959;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W1P5];gene_id=CPIJ000959;logic_name=vectorbase_culex
CPIJ000960	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W1P6]	ID=gene:CPIJ000960;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W1P6];gene_id=CPIJ000960;logic_name=vectorbase_culex
CPIJ000965	0	0	0	1	0	0	0		Ankyrin repeat domain-containing protein 49 [Source:UniProtKB/TrEMBL%3BAcc:B0W1Q1]	ID=gene:CPIJ000965;biotype=protein_coding;description=Ankyrin repeat domain-containing protein 49 [Source:UniProtKB/TrEMBL%3BAcc:B0W1Q1];gene_id=CPIJ000965;logic_name=vectorbase_culex
CPIJ000969	0	0	0	1	0	0	0		protein msta [Source:VB Community Annotation]	ID=gene:CPIJ000969;biotype=protein_coding;description=protein msta [Source:VB Community Annotation];gene_id=CPIJ000969;logic_name=vectorbase_culex
CPIJ000979	0	0	1	1	0	0	1		DNA-directed RNA polymerase I subunit D [Source:UniProtKB/TrEMBL%3BAcc:B0W1R5]	ID=gene:CPIJ000979;biotype=protein_coding;description=DNA-directed RNA polymerase I subunit D [Source:UniProtKB/TrEMBL%3BAcc:B0W1R5];gene_id=CPIJ000979;logic_name=vectorbase_culex
CPIJ000999	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W1T5]	ID=gene:CPIJ000999;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W1T5];gene_id=CPIJ000999;logic_name=vectorbase_culex
CPIJ001026	0	0	0	1	0	0	0		Oocyte zinc finger protein XLCOF6.1 [Source:UniProtKB/TrEMBL%3BAcc:B0W1W1]	ID=gene:CPIJ001026;biotype=protein_coding;description=Oocyte zinc finger protein XLCOF6.1 [Source:UniProtKB/TrEMBL%3BAcc:B0W1W1];gene_id=CPIJ001026;logic_name=vectorbase_culex
CPIJ001028	0	0	0	1	0	0	0		Zinc finger protein 251 [Source:UniProtKB/TrEMBL%3BAcc:B0W1W3]	ID=gene:CPIJ001028;biotype=protein_coding;description=Zinc finger protein 251 [Source:UniProtKB/TrEMBL%3BAcc:B0W1W3];gene_id=CPIJ001028;logic_name=vectorbase_culex
CPIJ001029	0	0	0	1	0	0	0		Serendipity locus protein delta [Source:UniProtKB/TrEMBL%3BAcc:B0W1W4]	ID=gene:CPIJ001029;biotype=protein_coding;description=Serendipity locus protein delta [Source:UniProtKB/TrEMBL%3BAcc:B0W1W4];gene_id=CPIJ001029;logic_name=vectorbase_culex
CPIJ001031	0	0	1	1	0	0	1		Coiled-coil domain-containing protein 12 [Source:UniProtKB/TrEMBL%3BAcc:B0W1W6]	ID=gene:CPIJ001031;biotype=protein_coding;description=Coiled-coil domain-containing protein 12 [Source:UniProtKB/TrEMBL%3BAcc:B0W1W6];gene_id=CPIJ001031;logic_name=vectorbase_culex
CPIJ001058	0	0	1	1	0	0	0		ADP-ribosylation factor [Source:UniProtKB/TrEMBL%3BAcc:B0W1Z3]	ID=gene:CPIJ001058;biotype=protein_coding;description=ADP-ribosylation factor [Source:UniProtKB/TrEMBL%3BAcc:B0W1Z3];gene_id=CPIJ001058;logic_name=vectorbase_culex
CPIJ001064	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W1Z9]	ID=gene:CPIJ001064;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W1Z9];gene_id=CPIJ001064;logic_name=vectorbase_culex
CPIJ001065	0	0	0	0	1	0	0		vacuolar protein sorting vps16 [Source:VB Community Annotation]	ID=gene:CPIJ001065;biotype=protein_coding;description=vacuolar protein sorting vps16 [Source:VB Community Annotation];gene_id=CPIJ001065;logic_name=vectorbase_culex
CPIJ001071	0	0	1	0	0	0	0		leucine-rich transmembrane protein [Source:VB Community Annotation]	ID=gene:CPIJ001071;biotype=protein_coding;description=leucine-rich transmembrane protein [Source:VB Community Annotation];gene_id=CPIJ001071;logic_name=vectorbase_culex
CPIJ001085	0	0	1	1	0	0	1		Low molecular weight protein-tyrosine-phosphatase [Source:UniProtKB/TrEMBL%3BAcc:B0W220]	ID=gene:CPIJ001085;biotype=protein_coding;description=Low molecular weight protein-tyrosine-phosphatase [Source:UniProtKB/TrEMBL%3BAcc:B0W220];gene_id=CPIJ001085;logic_name=vectorbase_culex
CPIJ001087	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W222]	ID=gene:CPIJ001087;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W222];gene_id=CPIJ001087;logic_name=vectorbase_culex
CPIJ001095	0	0	1	0	0	0	0		Myostatin [Source:UniProtKB/TrEMBL%3BAcc:B0W230]	ID=gene:CPIJ001095;biotype=protein_coding;description=Myostatin [Source:UniProtKB/TrEMBL%3BAcc:B0W230];gene_id=CPIJ001095;logic_name=vectorbase_culex
CPIJ001108	0	0	1	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W278]	ID=gene:CPIJ001108;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W278];gene_id=CPIJ001108;logic_name=vectorbase_culex
CPIJ001119	0	0	1	1	0	0	1	RpS21	40S ribosomal protein S21 [Source:UniProtKB/TrEMBL%3BAcc:B0W289]	ID=gene:CPIJ001119;Name=RpS21;biotype=protein_coding;description=40S ribosomal protein S21 [Source:UniProtKB/TrEMBL%3BAcc:B0W289];gene_id=CPIJ001119;logic_name=vectorbase_culex
CPIJ001133	0	0	0	1	0	0	0		Cyclin-dependent kinases regulatory subunit [Source:UniProtKB/TrEMBL%3BAcc:B0W239]	ID=gene:CPIJ001133;biotype=protein_coding;description=Cyclin-dependent kinases regulatory subunit [Source:UniProtKB/TrEMBL%3BAcc:B0W239];gene_id=CPIJ001133;logic_name=vectorbase_culex
CPIJ001141	0	0	1	1	0	0	0		Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W247]	ID=gene:CPIJ001141;biotype=protein_coding;description=Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W247];gene_id=CPIJ001141;logic_name=vectorbase_culex
CPIJ001152	0	0	0	1	0	0	0		HemK methyltransferase family member 2 [Source:UniProtKB/TrEMBL%3BAcc:B0W258]	ID=gene:CPIJ001152;biotype=protein_coding;description=HemK methyltransferase family member 2 [Source:UniProtKB/TrEMBL%3BAcc:B0W258];gene_id=CPIJ001152;logic_name=vectorbase_culex
CPIJ001164	0	0	0	1	0	0	0		Mitochondrial inner membrane protease subunit [Source:UniProtKB/TrEMBL%3BAcc:B0W2D0]	ID=gene:CPIJ001164;biotype=protein_coding;description=Mitochondrial inner membrane protease subunit [Source:UniProtKB/TrEMBL%3BAcc:B0W2D0];gene_id=CPIJ001164;logic_name=vectorbase_culex
CPIJ001171	0	0	0	1	0	0	0		Thyroid receptor-interacting protein 13 [Source:UniProtKB/TrEMBL%3BAcc:B0W2D7]	ID=gene:CPIJ001171;biotype=protein_coding;description=Thyroid receptor-interacting protein 13 [Source:UniProtKB/TrEMBL%3BAcc:B0W2D7];gene_id=CPIJ001171;logic_name=vectorbase_culex
CPIJ001174	0	0	1	1	0	0	0		plasma glutamate carboxypeptidase%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ001174;biotype=protein_coding;description=plasma glutamate carboxypeptidase%2C putative [Source:VB Community Annotation];gene_id=CPIJ001174;logic_name=vectorbase_culex
CPIJ001176	0	0	0	0	1	0	0		coatomer%2C gamma-subunit%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ001176;biotype=protein_coding;description=coatomer%2C gamma-subunit%2C putative [Source:VB Community Annotation];gene_id=CPIJ001176;logic_name=vectorbase_culex
CPIJ001179	0	0	0	0	1	0	0		importin alpha [Source:VB Community Annotation]	ID=gene:CPIJ001179;biotype=protein_coding;description=importin alpha [Source:VB Community Annotation];gene_id=CPIJ001179;logic_name=vectorbase_culex
CPIJ001180	0	0	1	1	0	0	1	RpS15	40S ribosomal protein S15 [Source:UniProtKB/TrEMBL%3BAcc:B0W2E6]	ID=gene:CPIJ001180;Name=RpS15;biotype=protein_coding;description=40S ribosomal protein S15 [Source:UniProtKB/TrEMBL%3BAcc:B0W2E6];gene_id=CPIJ001180;logic_name=vectorbase_culex
CPIJ001183	0	0	1	1	0	0	1		39S ribosomal protein L41%2C mitochondrial precursor [Source:VB Community Annotation]	ID=gene:CPIJ001183;biotype=protein_coding;description=39S ribosomal protein L41%2C mitochondrial precursor [Source:VB Community Annotation];gene_id=CPIJ001183;logic_name=vectorbase_culex
CPIJ001184	0	0	0	1	0	0	1		Uncharacterized protein (Fragment) (Fragment) [Source:UniProtKB/TrEMBL%3BAcc:B0W2F0]	ID=gene:CPIJ001184;biotype=protein_coding;description=Uncharacterized protein (Fragment) (Fragment) [Source:UniProtKB/TrEMBL%3BAcc:B0W2F0];gene_id=CPIJ001184;logic_name=vectorbase_culex
CPIJ001194	0	0	1	1	0	0	1		snrnp sm protein [Source:VB Community Annotation]	ID=gene:CPIJ001194;biotype=protein_coding;description=snrnp sm protein [Source:VB Community Annotation];gene_id=CPIJ001194;logic_name=vectorbase_culex
CPIJ001196	0	0	1	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2G2]	ID=gene:CPIJ001196;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2G2];gene_id=CPIJ001196;logic_name=vectorbase_culex
CPIJ001198	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2G4]	ID=gene:CPIJ001198;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2G4];gene_id=CPIJ001198;logic_name=vectorbase_culex
CPIJ001214	0	0	1	1	0	0	1		Ribosome biogenesis protein RLP24 [Source:UniProtKB/TrEMBL%3BAcc:B0W2B1]	ID=gene:CPIJ001214;biotype=protein_coding;description=Ribosome biogenesis protein RLP24 [Source:UniProtKB/TrEMBL%3BAcc:B0W2B1];gene_id=CPIJ001214;logic_name=vectorbase_culex
CPIJ001218	0	0	1	1	0	0	1	RpS23	40S ribosomal protein S23 [Source:UniProtKB/TrEMBL%3BAcc:B0W2B5]	ID=gene:CPIJ001218;Name=RpS23;biotype=protein_coding;description=40S ribosomal protein S23 [Source:UniProtKB/TrEMBL%3BAcc:B0W2B5];gene_id=CPIJ001218;logic_name=vectorbase_culex
CPIJ001219	0	1	1	1	0	0	1		DNA-directed RNA polymerase II 19 kDa polypeptide [Source:UniProtKB/TrEMBL%3BAcc:B0W2B6]	ID=gene:CPIJ001219;biotype=protein_coding;description=DNA-directed RNA polymerase II 19 kDa polypeptide [Source:UniProtKB/TrEMBL%3BAcc:B0W2B6];gene_id=CPIJ001219;logic_name=vectorbase_culex
CPIJ001220	0	0	1	1	0	0	1		60S ribosomal protein L32 [Source:UniProtKB/TrEMBL%3BAcc:B0W2B7]	ID=gene:CPIJ001220;biotype=protein_coding;description=60S ribosomal protein L32 [Source:UniProtKB/TrEMBL%3BAcc:B0W2B7];gene_id=CPIJ001220;logic_name=vectorbase_culex
CPIJ001228	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2C5]	ID=gene:CPIJ001228;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2C5];gene_id=CPIJ001228;logic_name=vectorbase_culex
CPIJ001233	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2I3]	ID=gene:CPIJ001233;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2I3];gene_id=CPIJ001233;logic_name=vectorbase_culex
CPIJ001237	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2I7]	ID=gene:CPIJ001237;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2I7];gene_id=CPIJ001237;logic_name=vectorbase_culex
CPIJ001270	0	0	1	1	0	0	0		60S ribosomal protein L10a [Source:VB Community Annotation]	ID=gene:CPIJ001270;biotype=protein_coding;description=60S ribosomal protein L10a [Source:VB Community Annotation];gene_id=CPIJ001270;logic_name=vectorbase_culex
CPIJ001274	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2M4]	ID=gene:CPIJ001274;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2M4];gene_id=CPIJ001274;logic_name=vectorbase_culex
CPIJ001276	0	1	0	1	0	0	0	DEFA	defensin anti-microbial peptide [Source:VB Community Annotation]	ID=gene:CPIJ001276;Name=DEFA;biotype=protein_coding;description=defensin anti-microbial peptide [Source:VB Community Annotation];gene_id=CPIJ001276;logic_name=vectorbase_culex
CPIJ001284	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2N4]	ID=gene:CPIJ001284;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2N4];gene_id=CPIJ001284;logic_name=vectorbase_culex
CPIJ001288	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2N8]	ID=gene:CPIJ001288;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W2N8];gene_id=CPIJ001288;logic_name=vectorbase_culex
CPIJ001289	0	0	0	1	0	0	0		Eukaryotic translation initiation factor 5A [Source:UniProtKB/TrEMBL%3BAcc:B0W2N9]	ID=gene:CPIJ001289;biotype=protein_coding;description=Eukaryotic translation initiation factor 5A [Source:UniProtKB/TrEMBL%3BAcc:B0W2N9];gene_id=CPIJ001289;logic_name=vectorbase_culex
CPIJ001300	0	0	0	1	0	0	0		Zinc finger protein 780B [Source:UniProtKB/TrEMBL%3BAcc:B0W2H0]	ID=gene:CPIJ001300;biotype=protein_coding;description=Zinc finger protein 780B [Source:UniProtKB/TrEMBL%3BAcc:B0W2H0];gene_id=CPIJ001300;logic_name=vectorbase_culex
CPIJ001313	0	0	1	1	0	0	1		mediator complex%2C subunit%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ001313;biotype=protein_coding;description=mediator complex%2C subunit%2C putative [Source:VB Community Annotation];gene_id=CPIJ001313;logic_name=vectorbase_culex
CPIJ001317	0	0	1	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W311]	ID=gene:CPIJ001317;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W311];gene_id=CPIJ001317;logic_name=vectorbase_culex
CPIJ001323	0	0	0	1	0	0	0	CTL12	C-type lectin [Source:VB Community Annotation]	ID=gene:CPIJ001323;Name=CTL12;biotype=protein_coding;description=C-type lectin [Source:VB Community Annotation];gene_id=CPIJ001323;logic_name=vectorbase_culex
CPIJ001344	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W338]	ID=gene:CPIJ001344;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W338];gene_id=CPIJ001344;logic_name=vectorbase_culex
CPIJ001361	0	1	0	1	0	0	0		proteasome subunit beta type 3 [Source:VB Community Annotation]	ID=gene:CPIJ001361;biotype=protein_coding;description=proteasome subunit beta type 3 [Source:VB Community Annotation];gene_id=CPIJ001361;logic_name=vectorbase_culex
